molecule_chembl_id,CLint(ul/min/mg),SMILES
CHEMBL3822538,11,COc1cc(N2CCN(C)CC2)ccc1NC(=O)c1csc2cncnc12
CHEMBL4163870,9.4,Cc1nc2c(c(Nc3c[nH]nc3C(=O)Nc3ccc(N4CCNCC4)cc3)n1)CCC2
CHEMBL2425159,28,COc1cc(OC)nc(-c2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)cc2)n1
CHEMBL2425157,97,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-c3ccc(N)nc3)cc2)cc1
CHEMBL2425158,104,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-c3ccncc3)cc2)cc1
CHEMBL4095609,25,O=C(CN1CCCC2=C1C(=O)N(C1CC1)C2=O)Nc1ccc(-c2cncc(F)c2)nn1
CHEMBL4087906,18,O=C(CN1CCCC2=C1C(=O)N(C1CC1)C2=O)Nc1ccc(-c2cccnc2)nn1
CHEMBL4075204,8,Cc1ccc(-c2ccc(NC(=O)CN3CCCC4=C3C(=O)N(C)C4=O)nn2)cn1
CHEMBL4066589,13,CN1C(=O)C2=C(C1=O)N(CC(=O)Nc1ccc(-c3cncc(F)c3)nn1)CCC2
CHEMBL4096529,11,CN1C(=O)C2=C(C1=O)N(CC(=O)Nc1ccc(-c3cccnc3)nc1)CCC2
CHEMBL4078705,31,CN1C(=O)C2=C(C1=O)N(CC(=O)Nc1ccc(-c3ccncc3)cc1)CCC2
CHEMBL4104257,7,CN1C(=O)C2=C(C1=O)N(CC(=O)Nc1ccc(-c3cccnc3)nn1)CCC2
CHEMBL4080021,48,CN1C(=O)C2=C(C1=O)N(CC(=O)Nc1ccc(-c3ccccc3)nn1)CCC2
CHEMBL4104447,37,CN1C(=O)C2=C(C1=O)N(CC(=O)Nc1ccc(-c3cccnc3)cc1)CCC2
CHEMBL4789874,47,O=C(N[C@H]1CCN(C2CCCCC2)C[C@@H]1C(=O)NC1(c2ccccn2)CC1)c1cc(-c2ccc(F)cc2F)on1
CHEMBL4755755,100,C[C@@H](NC(=O)[C@H]1CN(C2CCCCC2)CC[C@@H]1NC(=O)c1cc(-c2ccc(F)cc2F)on1)c1ccccn1
CHEMBL4764929,149,C[C@@H](NC(=O)[C@H]1CN(C2CCCCC2)CC[C@@H]1NC(=O)c1cc(-c2ccc(F)cc2F)on1)c1ccccc1
CHEMBL4758472,78,CC(C)(NC(=O)[C@H]1CN(C2CCCCC2)CC[C@@H]1NC(=O)c1cc(-c2ccc(F)cc2F)on1)c1ccccn1
CHEMBL4784443,67,O=C(N[C@H]1CCN(C2CCCCC2)C[C@@H]1C(=O)NCc1ccccc1)c1cc(-c2ccc(F)cc2F)on1
CHEMBL4761704,134,O=C(N[C@H]1CCN(C2CCCCC2)C[C@@H]1C(=O)NCCc1ccccn1)c1cc(-c2ccc(F)cc2F)on1
CHEMBL3288030,78,Cc1ccc(O)c(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3cccc(-c4ccc(CN5C[C@@H](C)N[C@@H](C)C5)cc4CN4CCOCC4)c3)CC2)c1
CHEMBL3113734,116,Cc1ccc(O)c(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3ccc(F)c(F)c3)CC2)c1
CHEMBL2010842,21,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2nc3cc(F)ccc3s2)CC1
CHEMBL5077467,65.5,CN(C)C1CN(Cc2ccc(NC(=O)c3ccc(OCCCl)c([N+](=O)[O-])c3)cc2C(F)(F)F)C1
CHEMBL4799528,50,O=C(N[C@H]1CCN(CC2CCC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1
CHEMBL3125170,25,C=Cc1cc(C(NC(=O)OC(C)(C)C)C(=O)Nc2ccc(C(=O)NS(=O)(=O)c3ccc(C(F)(F)F)cc3)cc2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1
CHEMBL3125043,80,C=Cc1cc([C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)Nc2cccc(C(=O)NS(=O)(=O)c3ccc(C(F)(F)F)cc3)c2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1
CHEMBL3125168,16,C=Cc1cc(C(NC(=O)OC(C)(C)C)C(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1
CHEMBL4746916,16,O=C(Nc1ccc(Oc2cc(NC(=O)C3CC3)ncn2)cc1)Nc1ccc(CN2CCn3ccnc3C2)c(C(F)(F)F)c1
CHEMBL3810063,16,Cc1c(C(=O)Nc2ccc(Oc3ccnc4[nH]cc(-c5ccccc5)c34)c(F)c2)c(=O)n(-c2ccc(F)cc2)n1C
CHEMBL460472,18,COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1
CHEMBL5076457,57.8,C[C@@H](c1ccc(C(F)(F)F)cc1C(F)(F)F)n1cc(NC(=O)c2cc(-c3ccco3)on2)cn1
CHEMBL5074109,46,CC(c1ccc(C(F)(F)F)cc1C(F)(F)F)n1cc(NC(=O)c2cc(-c3ccco3)on2)cn1
CHEMBL5073329,64.2,O=C(Nc1cnn(Cc2ccc(C(F)(F)F)cc2C(F)(F)F)c1)c1cc(-c2ccco2)on1
CHEMBL5087177,211.9,Cc1ccc(-c2cc(C(=O)Nc3cnn(Cc4ccc(C(F)(F)F)cc4C(F)(F)F)c3)no2)o1
CHEMBL5088106,21,O=C(Nc1cnn(Cc2ccc(C(F)(F)F)cc2C(F)(F)F)c1)c1cc(-c2ccccn2)on1
CHEMBL5093605,36.2,Cc1nn([C@@H](C)c2ccc(C(F)(F)F)cc2C(F)(F)F)cc1NC(=O)c1cc(-c2ccccn2)on1
CHEMBL5087303,14.5,CC(c1ccc(C(F)(F)F)cc1C(F)(F)F)n1cc(NC(=O)c2cnc(-c3ccccn3)s2)cn1
CHEMBL5077430,15,CC(c1ccc(C(F)(F)F)cc1C(F)(F)F)n1cc(NC(=O)c2nnc(-c3cnccn3)s2)cn1
CHEMBL5075390,25.9,Cc1c(NC(=O)c2cc(-c3ccccn3)on2)cnn1[C@H](C)c1ccc(C(F)(F)F)cc1C(F)(F)F
CHEMBL5094932,10,C[C@H](c1ccc(C(F)(F)F)cc1C(F)(F)F)n1cc(NC(=O)c2nnc(-c3cnccn3)s2)cn1
CHEMBL5075406,24.1,C[C@H](c1ccc(C(F)(F)F)cc1C(F)(F)F)n1cc(NC(=O)c2cc(-c3ccccn3)no2)cn1
CHEMBL5088282,13.9,C[C@@H](c1ccc(C(F)(F)F)cc1C(F)(F)F)n1cc(NC(=O)c2cc(-c3ccccn3)on2)cn1
CHEMBL5092621,6.5,O=C(Nc1cnn(Cc2ccc(C(F)(F)F)cc2C(F)(F)F)c1)c1cc(-c2cnccn2)on1
CHEMBL5091548,10.4,C[C@H](c1ccc(C(F)(F)F)cc1C(F)(F)F)n1cc(NC(=O)c2cn(-c3ccccn3)nn2)cn1
CHEMBL5082641,51.28,C[C@H](c1ccc(F)cc1C(F)(F)F)n1cc(NC(=O)c2cc(-c3ccccn3)on2)cn1
CHEMBL5075836,39.2,Cc1nn([C@H](C)c2ccc(C(F)(F)F)cc2C(F)(F)F)cc1NC(=O)c1cc(-c2ccccn2)on1
CHEMBL4090058,9,Cc1c(C#Cc2cnc(N)nc2)cccc1C(=O)Nc1ccc(CN2CCN(C)CC2)c(C(F)(F)F)c1
CHEMBL4075720,13.58,CN1CCN(Cc2ccc(NC(=O)c3n[nH]cc3Nc3ncnc4sccc34)cc2)CC1
CHEMBL2010840,14,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2ccc(C(F)(F)F)c(F)c2)CC1
CHEMBL2010844,5,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C[C@H]1F
CHEMBL2010836,7,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1
CHEMBL2010849,3,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)nc2)C[C@@H]1F
CHEMBL2010846,71,CO[C@@H]1CN(Cc2ccc(C(F)(F)F)cc2)CC[C@@H]1N(C)C(=O)Cc1ccc(-n2cnnn2)cc1
CHEMBL2010848,4,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)cn2)C[C@@H]1F
CHEMBL2324926,29,CN1CCN(Cc2ccc(NC(=O)Nc3cc(C#Cc4cnc5cccnn45)n(C)n3)cc2C(F)(F)F)CC1
CHEMBL2324923,76,CN1CCN(Cc2ccc(NC(=O)Nc3cc(C#Cc4cncc5nccn45)n(C)n3)cc2C(F)(F)F)CC1
CHEMBL244610,72,O=C(Nc1ccc2ccccc2c1)NC1CCN(C/C2=C/CCCCCC2)CC1
CHEMBL3940238,266,COc1cc(OC)c2ccn(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c2c1
CHEMBL3943607,55,COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4ccccc4)cn3)c2c1
CHEMBL3958107,290,COc1ccc2ccn(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c2c1
CHEMBL3898855,59,COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4cccc(F)c4)cn3)c2c1
CHEMBL3981316,238,Cc1cccc(-c2ocnc2C(=O)Nc2cnn(CCn3cnc4ccccc43)c2)c1
CHEMBL3913938,153,COc1ccc2c(c1)c(CCn1cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn1)cn2C
CHEMBL3961144,243,Cc1cccc(-c2ocnc2C(=O)Nc2cnn(CCn3ccc4ccccc43)c2)c1
CHEMBL3922326,92,COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c2n1
CHEMBL3939125,284,COc1ccc2ccn(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c2n1
CHEMBL3956441,419,COc1ccc2ncn(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c2c1
CHEMBL3937131,404,COc1cc2c(ccn2CCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)cn1
CHEMBL4856470,10,O=C(Nc1cnc(NCc2c(F)ccc3c2CCO3)n2cnnc12)c1ccccc1
CHEMBL4847603,13,CN(C)Cc1ccc(C(=O)Nc2cnc(NCc3c(F)ccc4c3CCO4)n3cnnc23)cc1
CHEMBL4849582,21.75,COc1cc(/C=C/c2ccc(NC(=O)C3CC3)cc2)c(/C=C/[N+](=O)[O-])c(OC)c1
CHEMBL4451634,20.3,CC1(C)C(N)=Nc2cc(OCCCN3Cc4ccc(OCCc5cn(CC(=O)N6CCC(CCN7CCCC7)CC6)nn5)cc4C3)c(OCC3CC3)cc21
CHEMBL3970371,141,COc1cc(OC)nc(NCCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)n1
CHEMBL3985381,155,COc1cc(OC)nc(CCCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)n1
CHEMBL3903587,294,COc1cc(OC)nc(OCCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)n1
CHEMBL5313226,14,O=C(NC1CCN(CCOc2ccc(Cl)cc2)CC1)c1c[nH]c2ccncc2c1=O
CHEMBL4441800,37,O=C(NC1CCC1)C(=O)C(Cc1ccccc1)NC(=O)[C@H]1CCC(=O)N1Cc1ccccc1
CHEMBL1774915,19.4,COCCOc1cc(Cl)cc(Cl)c1-c1nc(N)nc2c1CN(C(=O)NC1CCC1)C2
CHEMBL1774917,22.5,CCNCCOc1cc(Cl)cc(Cl)c1-c1nc(N)nc2c1CN(C(=O)NC1CCC1)C2
CHEMBL1774909,28,CCCOc1cc(Cl)cc(Cl)c1-c1nc(N)nc2c1CN(C(=O)NC1CCC1)C2
CHEMBL1774913,37.3,CC(C)(C#N)CCOc1cc(Cl)cc(Cl)c1-c1nc(N)nc2c1CN(C(=O)NC1CCC1)C2
CHEMBL1774923,21,Nc1nc2c(c(-c3c(Cl)cc(Cl)cc3OCCn3cccn3)n1)CN(C(=O)NC1CC(F)(F)C1)C2
CHEMBL3220237,44,C[C@@H]1CN(C(=O)OC2(C(F)(F)F)COC2)CCN1c1ncc(OCc2ccncc2C#N)cn1
CHEMBL3220240,23,C[C@@H]1CN(C(=O)OC2(C)COC2)CCN1c1ncc(OCc2ccncc2C#N)cn1
CHEMBL1783257,27,COc1ccc(OC)c(-c2cccc3c(N)c(C(=O)NC4CCC4)nnc23)c1
CHEMBL1783254,19,COc1ccc(OC)c(-c2cccc3c(N)c(C(=O)NC4CC(C)C4)nnc23)c1
CHEMBL1783273,22,COc1ccc(OC)c(-c2c(F)ccc3c(N)c(C(=O)NC4CCC4)nnc23)c1
CHEMBL4779879,178,COc1ccc(C(=O)NC2COC2)cc1S(=O)(=O)N(Cc1ccc(F)cc1)Cc1ccc(F)cc1
CHEMBL2031464,5,Cc1ccc(C(=O)NC2CCC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O
CHEMBL1095191,28,Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CC[C@H](NC(=O)CC3CC(F)(F)C3)c3cccc(F)c3)C[C@H]2C1
CHEMBL1094518,182,Cc1nc(Cl)nc(C)c1C(=O)N1C[C@H]2CN(CC[C@H](NC(=O)CC3CC(F)(F)C3)c3ccccc3)C[C@H]2C1
CHEMBL1098665,30,Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CC[C@H](NC(=O)CC3CC(F)(F)C3)c3cccc(C#N)c3)C[C@H]2C1
CHEMBL1095815,60,Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CC[C@H](NC(=O)CC3CC(F)(F)C3)c3ccccc3)C[C@H]2C1
CHEMBL5435782,90,Cc1cc(N2CCc3c(c(C)nn3CC34CCC(NC(=O)CN5CCC5)(CC3)CC4)C2)c2cnn(C)c2n1
CHEMBL4464335,161,C=CC(=O)N1CC(NC(=O)Cn2c(C3CC3)c(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Cl)cc(C)c32)C1
CHEMBL4574089,84,COc1ccc(OC)c(C(=O)Cn2cnc3sc4c(c3c2=O)CCN(S(=O)(=O)N(C)C)C4)c1
CHEMBL5205896,28,Cc1cc(Cl)ccc1-c1ccc(C(=O)N[C@H]2CCc3c(C)ccc(-c4ccn[nH]4)c3C2)nc1
CHEMBL5184741,29,Cc1cc(Cl)ccc1-c1ccc(C(=O)N[C@H]2CCc3c(C)ccc(N4CCN(C)CC4)c3C2)s1
CHEMBL5187950,57,Cc1cc(Cl)ccc1-c1ccc(C(=O)N[C@H]2CCc3c(C)ccc(-c4cccnc4)c3C2)nc1
CHEMBL5201354,66,Cc1cc(Cl)ccc1-c1ccc(C(=O)N[C@H]2CCc3c(C)ccc(N4CCN(C)CC4)c3C2)cn1
CHEMBL5174922,82,Cc1cc(Cl)ccc1-c1cnc(C(=O)N[C@H]2CCc3c(C)ccc(N4CCN(C)CC4)c3C2)cn1
CHEMBL5182845,43,Cc1cc(Cl)ccc1-c1ncc(C(=O)N[C@H]2CCc3c(C)ccc(N4CCN(C)CC4)c3C2)cn1
CHEMBL5193205,65,Cc1cc(Cl)ccc1-c1ccc(C(=O)N[C@H]2CCc3c(C)ccc(-c4ccncc4)c3C2)nc1
CHEMBL5203600,53,COCCOc1ccc(-c2ccc(C(=O)N[C@H]3CCc4c(C)ccc(N5CCN(C)CC5)c4C3)cc2)c(C)c1
CHEMBL5178938,31,Cc1ccc(N2CCN(C)CC2)c2c1CC[C@H](NC(=O)c1ccc(-c3ccccc3)cn1)C2
CHEMBL5187469,20,Cc1cc(Cl)ccc1-c1ccc(C(=O)N[C@@H]2CCc3c(C)ccc(N4CCN(C)CC4)c3C2)cc1
CHEMBL5197612,49,Cc1cc(Cl)ccc1-c1ccc(C(=O)N[C@H]2CCc3c(C)ccc(N4CCN(C)CC4)c3C2)nc1
CHEMBL5190666,24,Cc1ccc(N2CCN(C)CC2)c2c1CC[C@H](NC(=O)c1ccc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cn1)C2
CHEMBL2069410,19,COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCC(F)(F)F)nc2)CO3)cc1F
CHEMBL2069413,11,O=C(N[C@@H]1COc2cccc(-c3ccc(CO)nc3)c2C1)c1ccc(OCCOCC(F)(F)F)nc1
CHEMBL2069426,16,Cc1cnc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCC(F)(F)F)nc2)CO3)cn1
CHEMBL2069407,78,O=C(N[C@@H]1COc2cccc(-c3ccncc3)c2C1)c1ccc(OC(F)(F)F)cc1
CHEMBL2069425,14,COc1cnc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCC(F)(F)F)nc2)CO3)cn1
CHEMBL2069414,12,CC(O)c1ccc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCCOCC(F)(F)F)nc2)CO3)cn1
CHEMBL2069429,16,COc1cnc(-c2cccc3c2C[C@@H](NC(=O)c2ccc(COCC(F)(F)F)nc2)CO3)cn1
CHEMBL511444,85.11,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CC[C@H](NC(=O)c3cccc4ccccc34)[C@H]21)C(C)(C)C
CHEMBL5197964,25.4,CN(C(=O)[C@H](Cc1ccccc1)NC(=O)c1cccc(C(=O)Nc2ccc(N)cc2)c1)c1ccc2scnc2c1
CHEMBL4854414,18,Cn1nc(-c2ccccn2)cc1C(=O)Nc1ccc2c(c1)B(O)OC2
CHEMBL4848737,19,O=C(Nc1ccc2c(c1)B(O)OC2)c1nnc(-c2ccccn2)o1
CHEMBL4847418,14,Cn1nc(C(=O)Nc2ccc3c(c2)B(O)OC3)cc1-c1ccccn1
CHEMBL1080865,17,CCCN(CC1CC1)c1cc(C(=O)Nc2ccc3[nH]ncc3c2)ncn1
CHEMBL5437515,40,COc1ccc(C2(C(=O)N3C[C@H](F)C[C@@H]3C(=O)Nc3ccc4[nH]ncc4n3)CC(F)(F)C2)cc1
CHEMBL5428708,110,COc1ccc(C2(C(=O)N3C[C@H](F)C[C@@H]3C(=O)Nc3ccc4[nH]ncc4n3)CCCCC2)cn1
CHEMBL5433934,150,O=C(Nc1ccc2[nH]ncc2n1)[C@H]1C[C@@H](F)CN1C(=O)C1(c2ccc(C(=O)C(F)(F)F)cc2)CCCCC1
CHEMBL5405877,140,O=C(Nc1ccc2[nH]ncc2n1)[C@H]1C[C@@H](F)CN1C(=O)C1(c2ccc(O)cc2)CCCCC1
CHEMBL5428296,230,COc1ccc(C2(C(=O)N3C[C@H](F)C[C@@H]3C(=O)Nc3ccc4[nH]ncc4n3)CCCCC2)cc1F
CHEMBL5432898,60,COc1c(F)cc(C2(C(=O)N3C[C@H](F)C[C@@H]3C(=O)Nc3ccc4[nH]ncc4n3)CCC(F)(F)CC2)cc1F
CHEMBL5401710,310,COc1ccc(C2(C(=O)N3C[C@H](F)C[C@@H]3C(=O)Nc3ccc4[nH]ncc4n3)CCCCC2)cc1
CHEMBL492112,21,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccc2[nH]ncc2c1
CHEMBL206467,154,COC(=O)N[C@H](C(=O)NN(Cc1ccc(-c2cccnc2)cc1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C
CHEMBL381169,190,COC(=O)N[C@H](C(=O)NN(Cc1cccc(-c2cccnc2)c1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C
CHEMBL3927250,38,C[C@@H]1CN(c2sc(C3COC3)nc2-c2nc3ccccc3[nH]2)CCN1C(=O)Cn1cnc2cccnc21
CHEMBL2018349,35.6,COc1cc(C(=O)NC2COc3cc(Cl)ccc32)ccc1-n1cnc(C)c1
CHEMBL2018352,21.8,COc1cc(C(=O)NC2COc3ccc(F)cc32)ccc1-n1cnc(C)c1
CHEMBL2018350,19.4,COc1cc(C(=O)N[C@H]2COc3c(Cl)cccc32)ccc1-n1cnc(C)c1
CHEMBL2018347,32.7,COc1cc(C(=O)N[C@H]2CCc3ccc(Cl)cc32)ccc1-n1cnc(C)c1
CHEMBL2018333,49.3,COc1nc(C(=O)NC2COc3ccc(Cl)c(C)c32)ccc1-n1cnc(C)c1
CHEMBL2018353,16.9,COc1ccc2c(c1)[C@@H](NC(=O)c1ccc(-n3cnc(C)c3)c(OC)c1)CO2
CHEMBL2018331,30,COc1nc(C(=O)N[C@H]2COc3ccc(Cl)c(F)c32)ccc1-n1cnc(C)c1
CHEMBL2018348,22.3,COc1cc(C(=O)N[C@H]2COc3ccc(Cl)cc32)ccc1-n1cnc(C)c1
CHEMBL3949824,131,C[C@@H]1CN(c2sc(C(F)(F)F)nc2-c2nc3ccc(CO)cc3[nH]2)CCN1C(=O)Cn1cnc2cccnc21
CHEMBL3955848,21,C[C@@H]1CN(c2sc(C(F)(F)F)nc2-c2nc3ccccc3[nH]2)CCN1C(=O)Cn1cnc2c1CCN(C)C2
CHEMBL3966250,43,C[C@@H]1CN(c2sc(C(F)(F)F)nc2-c2nc3cc(OCCO)ccc3[nH]2)CCN1C(=O)Cn1cnc2cccnc21
CHEMBL3966706,23,Cc1nc(-c2nc3ccccc3[nH]2)c(N2CCN(C(=O)Cn3cnc4cccnc43)[C@H](C)C2)s1
CHEMBL3978935,89,C[C@@H]1CN(c2sc(C(F)(F)F)nc2-c2nc3ccccc3[nH]2)CCN1C(=O)Cn1cnc2cccnc21
CHEMBL3918205,12,C[C@@H]1CN(c2scnc2-c2nc3ccccc3[nH]2)CCN1C(=O)Cn1cnc2cccnc21
CHEMBL3895485,88,CCc1nc(-c2nc3ccccc3[nH]2)c(N2CCN(C(=O)Cn3cnc4cccnc43)[C@H](C)C2)s1
CHEMBL5197065,33,Cc1ncc(-c2nc(C(F)(F)F)sc2N2CCN(C(=O)Cn3cnc4cccnc43)[C@H](C)C2)cn1
CHEMBL5169888,316,CCOc1ncc(-c2nc(C(F)(F)F)sc2N2CCN(C(=O)Cn3ccc4cccnc43)[C@H](C)C2)cn1
CHEMBL5172053,75,CCOc1ncc(-c2nc(C(F)(F)F)sc2N2CCN(C(=O)Cn3cnc4cccnc43)[C@H](C)C2)cn1
CHEMBL5208823,29,C[C@@H]1CN(c2sc(C(F)(F)F)nc2-c2cnc(OCCN(C)C)nc2)CCN1C(=O)Cn1cnc2cccnc21
CHEMBL5181928,14,COc1ncc(-c2nc(C(F)(F)F)sc2N2CCN(C(=O)Cn3cnc4cccnc43)[C@H](C)C2)cn1
CHEMBL5185762,662,CCOc1ncc(-c2nc(C(F)(F)F)sc2N2CCN(C(=O)Cn3cnc4ccccc43)[C@H](C)C2)cn1
CHEMBL3394197,32,Cc1cc(-c2ccc3c(c2)CC[C@H]3N2CC3(CCN(C(=O)Cc4nn(C)c5ncccc45)CC3)C2)ncn1
CHEMBL521830,22,Nc1ccnc(N2CCC(C(=O)Nc3ccc4ccccc4n3)(c3ccccc3)CC2)c1
CHEMBL5285875,183,O=C(Nc1cccc(S(=O)(=O)C2COC2)c1)c1cccnc1N1CCC2(CC1)CC2
CHEMBL3237064,336,CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(NC(=O)c2ccc(C#N)cc2)c1
CHEMBL550637,71.25,Cc1ccc(C(=O)N2CC3CNCC(C2)O3)cc1NC(=O)CC12CC3CC(CC(C3)C1)C2
CHEMBL1939739,49,O=C(Nc1cccc([C@@H](c2ccc(C(=O)N3CCC3)cc2)N2CCN(Cc3ccc(F)cc3)CC2)c1)C1CC1
CHEMBL1939742,160,CCN(C)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(Cc3nc(C)cs3)CC2)cc1
CHEMBL1939737,150,CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(Cc3ccc(F)cc3)CC2)cc1
CHEMBL1939740,260,CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(Cc3ccccn3)CC2)cc1
CHEMBL1939741,85,CCN(C)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CCC3)c2)N2CCN(Cc3cccnc3)CC2)cc1
CHEMBL1939743,26,CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(CCOC)CC2)cc1
CHEMBL4636350,24.9,NC1=N[C@@]2(c3cc(NC(=O)c4cnc(OCF)cn4)ccc3F)CO[C@@H](CF)C[C@H]2CC1(F)F
CHEMBL4637358,46.2,NC1=N[C@@]2(c3cc(NC(=O)c4cnc(OCF)cn4)ccc3F)COCC[C@H]2CC1(F)F
CHEMBL4635770,35.3,NC1=N[C@@]2(c3cc(NC(=O)c4cnc(OCF)cn4)ccc3F)CCOC[C@H]2CC1(F)F
CHEMBL5174113,183.5,COc1ccc(C(=O)Nc2cccc([C@]3(C)O[C@H]4CO[C@@H]5N4[C@H]3O[C@@]5(C)c3cccc(NC(=O)c4ccc(OC)cc4)c3)c2)cc1
CHEMBL4637218,30,Cc1cc(C)c(-c2nc3ccccc3[nH]2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1
CHEMBL2094282,258,O=C(Nc1ccc(Cl)c(-c2nc3ncccc3o2)c1)c1ccco1
CHEMBL2408342,181,Cc1ccoc1C(=O)Nc1cccc(-c2nc3ncccc3o2)c1
CHEMBL2408316,228,Cc1ccc(NC(=O)c2occc2C)cc1-c1nc2ncccc2o1
CHEMBL2408324,48,O=C(Nc1ccc(F)c(-c2nc3ncccc3o2)c1)c1cscn1
CHEMBL2408318,176,Cc1ccc(NC(=O)c2ccoc2)cc1-c1nc2ncccc2o1
CHEMBL4454479,50.61,CN(C(=O)c1ccccc1)c1cccc(-c2cc3ncccc3[nH]2)c1
CHEMBL3936445,51,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)c(=O)n(C)c1
CHEMBL3942212,15.5,Cc1ccc(NC(=O)c2ccnc(C(C)(C)C#N)c2)cc1-c1cc(N2CCOCC2)c(=O)n(C)n1
CHEMBL4210722,15.3,Cc1nc(-c2ccc(-c3ccccc3)cc2)sc1-c1ccnc(NC(=N)N2CCN(C)CC2)n1
CHEMBL3962812,94,Cc1ncc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cnc(OC2CCOCC2)c(N2CCOCC2)c1
CHEMBL4437227,65.5,Cc1ncc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cnc(O[C@H]2CCOC[C@H]2F)c(N2CCOCC2)c1
CHEMBL3347669,77,Nc1ncnc2c1sc1cc(-c3cccc(NC(=O)N4CCCC4)c3)ccc12
CHEMBL3347683,165,CN1CCN(C(=O)Nc2cccc(-c3ccc4c(c3)sc3c(N)ncnc34)c2)CC1
CHEMBL2031233,4,Cc1ccc(NC(=O)C2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O
CHEMBL2031221,14,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O
CHEMBL2031238,6,Cc1ccc(NC(=O)c2ccoc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O
