molecule_chembl_id,CLint(ul/min/mg),SMILES
CHEMBL2031224,7,COc1ccccc1C(=O)Nc1ccc(C)c(-n2cnc3ccc(N4CCN(C)CC4)cc3c2=O)c1
CHEMBL2031225,16,COc1cccc(C(=O)Nc2ccc(C)c(-n3cnc4ccc(N5CCN(C)CC5)cc4c3=O)c2)c1
CHEMBL4740254,25,CC1(C)Cc2c(-c3cc(NC(=O)[C@H]4C[C@@H](O)C4)ncc3Cl)cnn2C1
CHEMBL4784117,38,CC(=O)N[C@@H]1CC[C@H](C(=O)Nc2cc(-c3cnn4c3CC(C)(C)C4)c(Cl)cn2)C1
CHEMBL4754081,19,CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3CC(C)(C)C4)c(F)cn2)C1
CHEMBL4784363,26,CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3CC(C)(C)C4)c(C#N)cn2)C1
CHEMBL4462530,50,CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3CC(C)(C)C4)c(Cl)cn2)C1
CHEMBL4753076,19,CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3CC(C)(C)C4)c(C)cn2)C1
CHEMBL4749175,63,CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnc4n3CC(C)(C)C4)c(Cl)cn2)C1
CHEMBL4753256,15.5,CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3CC(C)C4)c(Cl)cn2)C1
CHEMBL4754399,17,CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3CCCC4)c(Cl)cn2)C1
CHEMBL4750648,6.2,CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3NCCC4)c(Cl)cn2)C1
CHEMBL4785242,29,CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3CC(C)(C)CC4)ccn2)C1
CHEMBL4750372,18,CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3CCCC4O)c(Cl)cn2)C1
CHEMBL4786995,39,CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3CCCCC4)c(Cl)cn2)C1
CHEMBL4590865,10.4,Cc1ncc(NC(=O)c2ccnc(C(C)(F)F)c2)cc1-c1cc(NCCO)nc(N2CCOCC2)c1
CHEMBL4455996,20.5,Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1cc(NCCO)nc(N2CCOCC2)c1
CHEMBL4593446,9.4,Cc1ncc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cnc(O)c(N2CCOCC2)c1
CHEMBL3955743,48,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)nc(NCCO)n1
CHEMBL203059,12.59,O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CCOCC1
CHEMBL205078,6.03,O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOCC1
CHEMBL5191668,71,CC(=O)Nc1cc(Nc2ccccc2)cc(-c2ccnc(NC(=O)C3CCOCC3)c2)c1
CHEMBL4648026,20,Cc1cc(C)c(-c2c[nH]nc2C)cc1NC(=O)c1ccc(OCc2ccccn2)cc1
CHEMBL4647379,122,Cc1cc(C)c(-c2c(C)nn(C)c2C)cc1NC(=O)c1ccc(OCc2ccccn2)cc1
CHEMBL4758821,3.3,CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn(C)c3C)c(Cl)cn2)C1
CHEMBL4792521,24,CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cn[nH]c3CC(C)(C)CO)c(Cl)cn2)C1
CHEMBL4644175,62,Cc1cc(C)c(-c2cccnc2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1
CHEMBL4637249,88,Cc1cc(C)c(-c2cccc(N)n2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1
CHEMBL5084928,36.4,C[C@@]1(S(C)(=O)=O)CC[C@@](CF)(c2cc(NC(=O)c3cc4c(cn3)OCO4)ccc2F)N=C1N
CHEMBL5074678,11.3,C[C@@]1(S(C)(=O)=O)CC[C@@](CF)(c2cc(NC(=O)c3cc4c(cn3)OCCO4)ccc2F)N=C1N
CHEMBL5075795,16.7,C[C@@]1(S(C)(=O)=O)CC[C@@](CF)(c2cc(NC(=O)c3cc4c(cn3)OCCCO4)ccc2F)N=C1N
CHEMBL3673434,12,COc1cc(F)ccc1-c1ccnc(NC(=O)[C@H]2CCC[C@@H](NC(C)=O)C2)c1
CHEMBL5424076,23,Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2nc(CN3CCCC3)ccc2c1
CHEMBL4087666,72,Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2nc(OCCN3CCCC3)ccc2c1
CHEMBL4099547,270,Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2nc(OCCN3CCCCC3)ccc2c1
CHEMBL183630,23,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2cscn2)cc1
CHEMBL184012,7,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1
CHEMBL4454935,88,Cc1ccc(C(=O)Nc2cc(F)cc(CN3CCN(C(=O)C4CCCC4)[C@@H](C)C3)c2C)cn1
CHEMBL2204532,25,CN(c1ccc(F)c(NC(=O)c2cccc(OC(C)(C)C#N)c2Cl)c1)c1ccc2nc(NC(=O)C3CC3)sc2n1
CHEMBL2204529,73,CC(=O)Nc1nc2cnc(Nc3cc(NC(=O)c4cccc(C5(C#N)CC5)c4Cl)ccc3C)nc2s1
CHEMBL2204530,22,CC(=O)Nc1nc2ccc(N(C)c3ccc(F)c(NC(=O)c4cccc(OC(C)(C)C#N)c4)c3)nc2s1
CHEMBL2204526,35,CC(=O)Nc1nc2cnc(Nc3cc(NC(=O)c4cccc(CCC#N)c4)ccc3C)nc2s1
CHEMBL2204531,45,CC(=O)Nc1nc2ccc(N(C)c3ccc(F)c(NC(=O)c4cccc(OC(C)(C)C#N)c4Cl)c3)nc2s1
CHEMBL2386595,55.6,[2H]C([2H])([2H])N1CCN(Cc2ccc(C(=O)Nc3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc2)CC1
CHEMBL361431,54,CCCN1CCC(Oc2nccc(Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)n2)CC1
CHEMBL187857,83,CSc1nccc(Nc2cc(NC(=O)c3cc(F)cc(N4CCOCC4)c3)ccc2C)n1
CHEMBL402501,129,C[C@H](Cc1cccc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c1)NC[C@H](O)c1ccc(O)c(CO)c1
CHEMBL1164184,33.11,O=C(Nc1ncc(F)s1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1
CHEMBL4094417,59,O=C(NC1CCCC1)[C@@H]1CN(c2ccc(C(F)(F)F)cc2)CC(=O)N1c1ccc2ccsc2c1
CHEMBL5417704,75,O=C(NC1CCCC1)[C@@H]1Cc2cccc(c2)Oc2cccc(c2)C[C@H](N2CCCC2=O)C(=O)N[C@@H](CCN2CCCCC2)C(=O)N1
CHEMBL3220236,107,C[C@@H]1CN(C(=O)OC2(C(F)(F)F)CCOC2)CCN1c1ncc(OCc2ccncc2C#N)cn1
CHEMBL3220242,17,C[C@@H]1CN(C(=O)O[C@@H]2CCOC2)CCN1c1ncc(OCc2ccncc2C#N)cn1
CHEMBL3914555,27,Cc1nc(C)n(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3nc4ccc(C5CCN(C)CC5)cc4[nH]3)C[C@H]2C)n1
CHEMBL3979234,19,Cc1nc(C)n(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3nc4ccc(N5CCOCC5)cc4[nH]3)C[C@H]2C)n1
CHEMBL5190291,99,Cc1nc(C)n(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3nc4cc(N5CCOCC5)cc(F)c4[nH]3)C[C@H]2C)n1
CHEMBL3982804,44,C[C@@H]1CN(c2sc(C(F)(F)F)nc2-c2nc3ccccc3[nH]2)CCN1C(=O)Cn1cccn1
CHEMBL5193975,18,Cc1nc(C)n(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3nc4ccc(O)c(F)c4[nH]3)C[C@H]2C)n1
CHEMBL5179941,100,Cc1nc(C)n(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3nc4cccc(C)c4[nH]3)C[C@H]2C)n1
CHEMBL3892103,24,Cc1nc(C)n(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3nc4c(F)cccc4[nH]3)C[C@H]2C)n1
CHEMBL5203452,51,Cc1nc(C)n(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3cnc(OC4CCC4)nc3)C[C@H]2C)n1
CHEMBL5266293,81,CCc1ccn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3cnc(C(F)(F)F)nc3)C[C@H]2CO)n1
CHEMBL5187464,20,CCOc1ncc(-c2nc(C(F)(F)F)sc2N2CCN(C(=O)Cn3ccc(C(F)(F)F)n3)[C@H](C)C2)cn1
CHEMBL5279193,112,CCc1ccn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3cnc(C(F)(F)F)nc3)C[C@H]2CCO)n1
CHEMBL5281798,17,CCc1ncn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3cnc(C(F)(F)F)nc3)C[C@@H]2CCO)n1
CHEMBL5186627,184,CCOc1ncc(-c2nc(C(F)(F)F)sc2N2CCN(C(=O)Cn3nc(C)cc3C)[C@H](C)C2)cn1
CHEMBL5195689,80,CCCc1ncc(-c2nc(C(F)(F)F)sc2N2CCN(C(=O)Cn3nc(C)nc3C)[C@H](C)C2)cn1
CHEMBL5282172,19,Cc1ccn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3cnc(C(F)(F)F)nc3)C[C@H]2CCO)n1
CHEMBL5183818,43,CCc1ncc(-c2nc(C(F)(F)F)sc2N2CCN(C(=O)Cn3nc(C)nc3C)[C@H](C)C2)cn1
CHEMBL5271152,23,Cc1ccn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3cnc(C(F)(F)F)nc3)C[C@@H]2CCO)n1
CHEMBL5269005,22,CC(C)c1ncn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3cnc(C(F)(F)F)nc3)C[C@@H]2CCO)n1
CHEMBL5277841,22,CC(C)c1ncn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3cnc(C(F)(F)F)nc3)C[C@H]2CCO)n1
CHEMBL5208280,66,CCOc1ccc(-c2nc(C(F)(F)F)sc2N2CCN(C(=O)Cn3nc(C)nc3C)[C@H](C)C2)cn1
CHEMBL1683586,25.9,Cn1ccc(NC(=O)c2cnn(Cc3ccc(Cl)c(C(F)(F)F)c3)c2)n1
CHEMBL5184265,10,Cc1nnn(-c2ccc(F)cc2)c1COc1ccc2c(n1)CCN(C(=O)NC1CCOC1)C2
CHEMBL2031241,7,Cc1ccc(C(=O)Nc2nccs2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O
CHEMBL270978,40,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5cc(C)no5)cccc4c3)c2cc1OC
CHEMBL1078076,20,CC(C)CN(C(=O)c1ccc(F)cc1Cl)[C@H]1CCNC1
CHEMBL2337978,15,CC(C)(C)NC(=O)NCCN1CCC(NC(=O)c2cc(Cl)cc(Cl)c2)C1
CHEMBL1079265,26,CC(C)CN(C(=O)c1ccc(Cl)cc1Cl)[C@H]1CCNC1
CHEMBL4245882,18.8,CCCc1cc(C(=O)OC)c(NC(=O)C2CCN(C(C)=O)CC2)s1
CHEMBL1078742,36,CC(C)CN(C(=O)c1ccc(Cl)c(Cl)c1)[C@H]1CCNC1
CHEMBL1078162,26,Cc1c(Cl)cccc1C(=O)N(CC(C)C)[C@H]1CCNC1
CHEMBL1078743,23.5,CC(C)CN(C(=O)c1cccc(Cl)c1)[C@H]1CCNC1
CHEMBL1077647,29,CC(C)CN(C(=O)c1cc(Cl)ccc1Cl)[C@H]1CCNC1
CHEMBL1080787,11,CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1
CHEMBL1078073,26,CC(C)CN(C(=O)c1cccc(Cl)c1F)[C@H]1CCNC1
CHEMBL5198080,6,O=C(NC1CCCC1)[C@@H]1CCCCOc2cccc(c2)C[C@H](N2CCC2)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N1
CHEMBL5207942,618,O=C(NC1CCCC1)[C@@H]1CCCCOc2cccc(c2)C[C@H](N2CCCC2=O)C(=O)N[C@@H](CCc2ccc(F)cc2)C(=O)N1
CHEMBL5173314,19,O=C(NC1CCCC1)[C@@H]1CCCCOc2cccc(c2)C[C@H](N2CCCC2=O)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N1
CHEMBL5198676,113,O=C(NC1CCCC1)[C@@H]1CCCCOc2cccc(c2)C[C@H](N2CCCC2=O)C(=O)N[C@@H](CCN2CCC(F)(F)CC2)C(=O)N1
CHEMBL5200145,405,O=C(NC1CCCC1)[C@@H]1CCCCOc2cccc(c2)C[C@H](N2CCCC2=O)C(=O)N[C@@H](COc2ccccc2)C(=O)N1
CHEMBL4866908,16,CCS(=O)(=O)c1ccc(C(NC(=O)Cc2nccs2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)nc1
CHEMBL611631,11.4,Cc1cc(S(=O)(=O)NC(=O)Nc2ncc(Br)s2)ccc1-c1ccc(F)nc1
CHEMBL467029,14,Cn1nc(C(C)(C)C)cc1NC(=O)C(C)(C)S(=O)(=O)c1ccc(Cl)cc1
CHEMBL1095816,129,Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CC[C@H](NC(=O)CC3CCCC3)c3cccc(F)c3)C[C@H]2C1
CHEMBL1922051,58,C[C@@](C(=O)O[C@H]1C[N+]2(CC(=O)Nc3ccon3)CCC1CC2)(c1ccccc1)N1CCCCC1
CHEMBL3087242,37,O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1cc[nH]n1
CHEMBL3087245,66,O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1ncco1
CHEMBL3087241,26,Cc1cc(NC(=O)C[N+]23CCC(CC2)[C@@H](OC(=O)C2(C4=CC=CC4)CCCCCC2)C3)no1
CHEMBL3087240,150,O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1ccon1
CHEMBL5403827,329,Cc1cc(N2CCc3c(c(C)nn3CC34CCC(NC(=O)CN5CCCC5)(CC3)CC4)C2)c2cnn(C)c2n1
CHEMBL1234888,15,CNCc1cn(CC(=O)Nc2sc3c(c2C(N)=O)CCCC3)nc1C(C)(C)C
CHEMBL1258681,33,CNCc1cn(CC(=O)Nc2sc3c(c2C(N)=O)CCCC3)nc1C(F)(F)F
CHEMBL2023489,24.55,COc1ccc2c(Oc3ccc(CC(=O)Nc4cn(C)nc4C)c(OC)c3)ccnc2c1
CHEMBL1813111,45,O=C(Nc1ccnn1-c1cccc(F)c1)N1CCN2C(=O)N([C@H]3C[C@@H]3c3ccccc3)C(=O)[C@@H]2C1
CHEMBL1813109,31,O=C(Nc1ccnn1-c1ccccc1)N1CCN2C(=O)N([C@H]3C[C@@H]3c3ccccc3)C(=O)[C@@H]2C1
CHEMBL1813110,62,O=C(Nc1ccnn1-c1cccc(Cl)c1)N1CCN2C(=O)N([C@H]3C[C@@H]3c3ccccc3)C(=O)[C@@H]2C1
CHEMBL103667,124,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1
CHEMBL556680,15,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2c(=O)n(C[C@H]3CCCN3)ccc12
CHEMBL551360,42,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2c(=O)n(C(CO)CO)ccc12
CHEMBL549620,79.5,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1c(Cl)ccc2nc(CN3CCN(CCO)CC3)ccc12
CHEMBL4798849,50.1,Cn1c(C(=O)Nc2cccc3c2N(Cc2ccc(OC4CCNCC4)cc2)CCC3)cc2ccccc21
CHEMBL2381957,104,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)OC[C@@H]2c2ccccc2)cc1
CHEMBL2381960,25,CC1(C)OC(=O)N([C@H]2CC[C@H](C(=O)Nc3cccc4cccnc34)CC2)[C@H]1c1ccccc1
CHEMBL2381950,114,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)CC[C@@H]2c2ccccc2)cc1
CHEMBL2381958,41,CC1(C)OC(=O)N(c2ccc(C(=O)Nc3cccc4cccnc34)cc2)[C@H]1c1ccccc1
CHEMBL2381951,260,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)CC[C@H]2c2ccccc2)cc1
CHEMBL2381955,137,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)CCC2c2cccc(F)c2)cc1
CHEMBL2381959,55,CC1(C)OC(=O)N(c2ccc(C(=O)Nc3ccnc4cccnc34)cc2)[C@H]1c1ccccc1
CHEMBL2381954,104,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)CCC2c2ccccc2F)cc1
CHEMBL2381948,224,O=C(Nc1cccc2cccnc12)c1ccc(N2CC(c3ccccc3)CC2=O)cc1
CHEMBL2381961,160,O=C(Nc1cccc2cccnc12)c1ccc(N2C[C@H]3[C@@H](C2=O)[C@H]2C=C[C@@H]3C2)cc1
CHEMBL2381962,124,O=C(Nc1cccc2cccnc12)c1ccc(N2Cc3ccccc3C2=O)cc1
CHEMBL2381953,16,CC1CCC(=O)N1c1ccc(C(=O)Nc2cccc3cccnc23)cc1
CHEMBL564366,33,Cc1ccc2nc(CCNCCCO)ccc2c1NC(=O)CC12CC3CC(CC(C3)C1)C2
CHEMBL3326589,240,Cc1cc2c(NC(=O)N[C@@H]3CC(CF)(CF)Oc4cc(C5CC5)ccc43)cccc2cn1
CHEMBL3326587,82,Cc1cc2c(NC(=O)N[C@@H]3CC(CF)(CF)Oc4cc(F)ccc43)cccc2cn1
CHEMBL3326580,500,CCCC1(CCC)C[C@@H](NC(=O)Nc2cccc3cnc(C)cc23)c2cccc(F)c2O1
CHEMBL3326585,110,Cc1cc2c(NC(=O)N[C@@H]3CC(C)(C)Oc4cc(OC(F)(F)F)ccc43)cccc2cn1
CHEMBL3326577,390,CCC1(CC)C[C@@H](NC(=O)Nc2cccc3cnccc23)c2cc(F)ccc2O1
CHEMBL3326578,480,CCC1(CC)C[C@@H](NC(=O)Nc2cccc3cnc(C)cc23)c2cc(F)ccc2O1
CHEMBL3326576,140,CC1(C)C[C@@H](NC(=O)Nc2cccc3cnccc23)c2ccc(OC(F)(F)F)cc2O1
CHEMBL3326909,61,Cc1cc2c(NC(=O)N[C@@H]3CC(CF)(CF)Oc4c(F)cccc43)cccc2cn1
CHEMBL3326570,210,CC1(C)C[C@@H](NC(=O)Nc2cccc3cnccc23)c2ccc(F)cc2O1
CHEMBL3325460,130,Cc1cc2c(NC(=O)N[C@@H]3CC(C)(C)Oc4cc(C(F)(F)F)ccc43)cccc2cn1
CHEMBL3326582,100,Cc1cc2c(NC(=O)N[C@@H]3CC(C)(C)Oc4c3ccc(F)c4F)cccc2cn1
CHEMBL3326586,70,Cc1cc2c(NC(=O)N[C@@H]3CC(CF)(CF)Oc4ccc(F)cc43)cccc2cn1
CHEMBL3326583,100,Cc1cc2c(NC(=O)N[C@@H]3CC(C)(C)Oc4c(F)cc(F)cc43)cccc2cn1
CHEMBL3326588,98,Cc1cc2c(NC(=O)N[C@@H]3CC(CF)(CF)Oc4cc(Cl)ccc43)cccc2cn1
CHEMBL4777262,11.6,O=C(Nc1ccc(Cl)cc1)C(=O)N1CCC(c2ccnc3ccc(F)cc23)C(F)(F)C1
CHEMBL4793303,23,O=C(Nc1ccc(Cl)cn1)C(=O)N1CCC(c2ccnc3ccc(F)cc23)CC1
CHEMBL4792463,5.5,O=C(Nc1ccc(C(F)(F)F)cc1)C(=O)N1CCC(c2ccnc3ccc(F)cc23)CC1
CHEMBL4753967,4,O=C(Nc1ccc(Cl)cc1)C(=O)N1CC[C@H](c2ccnc3ccc(F)cc23)[C@@H](O)C1
CHEMBL4794331,11,N#Cc1ccc(NC(=O)C(=O)N2CCC(c3ccnc4ccc(F)cc34)CC2)cc1
CHEMBL4754544,26,O=C(Nc1ccc(Cl)cc1)C(=O)N1CCC(c2ccnc3cc(F)ccc23)CC1
CHEMBL4747072,11,O=C(Nc1ccc(Cl)cc1)C(=O)N1CCC(c2ccnc3ccc(Cl)cc23)CC1
CHEMBL4740188,10,O=C(Nc1ccc(Cl)cc1F)C(=O)N1CCC(c2ccnc3ccc(F)cc23)CC1
CHEMBL4751316,17,O=C(Nc1ccc(C(F)F)cc1)C(=O)N1CCC(c2ccnc3ccc(F)cc23)CC1
CHEMBL4757209,40,O=C(Nc1ccc(Cl)cn1)C(=O)N1CCC(c2cccc(Cl)c2Cl)CC1
CHEMBL4749799,98,O=C(Nc1ccc(Cl)cc1F)C(=O)N1CCC=C(c2ccnc3ccc(F)cc23)CC1
CHEMBL1668239,30,O=C(N[C@H]1CC[C@H](O)CC1)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21
CHEMBL1615153,8,O=C(O)c1ccc(NC(=O)[C@H](C2CCCCC2)n2c(-c3ccc(Cl)cc3)nc3cc(F)c(F)cc32)cc1
CHEMBL1668240,5,O=C(N[C@H]1CC[C@H](C(=O)O)CC1)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21
CHEMBL1668243,31,O=C(O)c1ccc(NC(=O)[C@H](C2CCCCC2)n2c(-c3ccc(Cl)cc3)nc3cc(F)c(F)cc32)c(Cl)c1
CHEMBL1615150,12,Cc1cc(C(=O)O)ccc1NC(=O)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21
CHEMBL1668238,221,O=C(NC1CCCCC1)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21
CHEMBL1615152,9,O=C(O)c1ccc(NC(=O)[C@H](C2CCCCC2)n2c(-c3ccc(Cl)cc3)nc3cc(F)c(F)cc32)c(F)c1
CHEMBL1668262,4,COc1ccc(-c2nc3cc(F)c(F)cc3n2[C@H](C(=O)N[C@H]2CC[C@H](C(=O)O)CC2)C2CCCCC2)c(Cl)n1
CHEMBL4286818,24,O=C(Nc1ccc(C(F)(F)F)cc1)[C@@H](c1ccccc1)N1CCN(C(=O)c2cc(F)cc(F)c2)CC1
CHEMBL213100,27.54,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1
CHEMBL1963462,35,C[C@@](C(=O)OC1CC[N+](C)(C)CC1)(c1ccccc1)C1CCCC1
CHEMBL1924027,35,C[C@@](C(=O)OC1CC[N+](C)(C)CC1)(c1ccccc1)C1CCCC1.[Br-]
CHEMBL1924032,41,CC(C(=O)OC1CC[N+](C)(C)CC1)(c1ccccc1)N1CCC(F)(F)CC1
CHEMBL4745769,13,O=C(Nc1ccc(Cl)cc1)C(CC1CC1)N1CCC2(CC1)COc1cc(C(F)(F)F)ccc12
CHEMBL4852181,16,CCS(=O)(=O)c1ccc(C(Cn2cccn2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1
CHEMBL1807267,43,CN(C)[C@H]1CC[C@H](NC(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)C2(c3ccc(Cl)cc3)CC2)CC1
CHEMBL1807269,38,CN(C)[C@H]1CC[C@H](NC(=O)[C@@H](Cc2ccc(F)cc2)NC(=O)C2(c3ccc(Cl)cc3)CC2)CC1
CHEMBL1807273,37,CN(C)[C@H]1CC[C@H](NC(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)C2(c3ccc(F)cc3)CC2)CC1
CHEMBL1807270,47,CN(C)[C@H]1CC[C@H](NC(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)C2(c3ccc(Cl)cc3)CCC2)CC1
CHEMBL3087960,20,C[N+]1(C)CCC(OC(=O)C2(c3ccccc3)CCCCCC2)CC1
CHEMBL3132968,30,COc1cccc(-n2nnc(C3CC3)c2C(=O)N(C)c2ccc(C(F)(F)F)nc2)c1
CHEMBL2336238,98,COc1cccc(-n2nnc(C3CC3)c2C(=O)N(C)c2ccc(C#N)cc2)c1
CHEMBL1643194,6,Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O
CHEMBL1643199,15,Cc1cc(CN2CCc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O
CHEMBL5172896,12.4,COCCO[C@H]1CC[C@H](NC(=O)c2cc(-c3cncs3)nc3[nH]ccc23)CC1
CHEMBL111,41,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1
CHEMBL3785415,61,O=C(NCc1cc(Cl)ccc1-n1cnnn1)[C@@H]1[C@H]2C[C@H]2CN1C(=O)[C@H](O)c1ccccc1
CHEMBL3613709,22,COc1cccc(CC(=O)N2Cc3ccc(S(=O)(=O)Nc4cnn(C5CCC5)n4)cc3C2)c1
CHEMBL2408161,79,N#Cc1ccc(CC(=O)c2nn3c(c2Cl)CCCC3)nc1
CHEMBL3086126,10,C[C@H]1CC[C@H](NC(=O)c2cc3c(Cl)cc(Cl)cc3[nH]2)CC1
CHEMBL496929,10.72,O=C(Nc1ccc(CCO)cc1)c1cc2cc(Cl)ccc2[nH]1
CHEMBL3086113,7.8,O=C(NC1CCC(F)(F)CC1)c1cc2c(Cl)cc(Cl)cc2[nH]1
CHEMBL495383,10,O=C(Nc1cccc(CCO)c1)c1cc2cc(Cl)ccc2[nH]1
CHEMBL2408008,31,O=C(Nc1ccc(F)cn1)c1cc2n(n1)CCCC2
CHEMBL1643200,11,Cc1cc(CN2Cc3ccccc3C[C@H]2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O
CHEMBL5205767,60,Cc1cc(C(F)(F)F)cc(N2C(=O)[C@@H](O)C[C@H]2C(=O)N(C)c2ccc(F)c(Cl)c2)n1
CHEMBL5172447,395,Cc1cc2ccc(Cn3c(C(=O)N(C)c4ccccc4)cn(C)c3=O)cc2nc1N
CHEMBL5171279,36,Cc1cc2ncc(Cn3c(C(=O)N(C)c4ccccc4)cn(C)c3=O)cc2nc1N
CHEMBL5172637,240,Cc1cc2ccc(Cn3c(C(=O)N(C)c4ccccc4)coc3=O)cc2nc1N
CHEMBL5197027,28,Cc1cc2ccc(Cn3c(C(=O)N(C)c4ccccn4)cn(C)c3=O)cc2nc1N
CHEMBL1956334,16.6,CC(=O)c1ncccc1NC(=O)[C@H]1CC[C@H](N2C(=O)[C@@H]3[C@@H]4CC[C@@H](C4)[C@@H]3C2=O)CC1
CHEMBL4580467,125.91,O=C(Cc1ccccc1)N1CCN(c2nc3ccccc3s2)CC1
